Serial,wave,Resp_AGERES,yearRES,monthRES,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q6_1,Q6_2,Q6_3,Q6_4,Q6_96,Q7,Q8,Q8_OthRES,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q15_OthRES,Q16,Q16_OthRES,Q17,Q18,Q19,Q20,Q21,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q23,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q26_1,Q26_2,Q26_3,Q26_4,Q27,Q28,Q29,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q31,Q32,Q33,Q34_1,Q34_2,Q35,Q36,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q37_6,Q37_7,Q37_8,Q37_9,Q37_10,Q38_1,Q38_2,Q38_3,Q38_4,Q38_5,Q38_6,Q39,Q40_1,Q40_2,Q40_3,Q40_4,Q40_5,Q41,Q42,Q43,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q45,Q46,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q49_OthRES,Q50,Q51RES,Q52RES,Q53RES,Q53_Oth,Q55,Q55_OthRES,Q56,Q56_OthRES,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q57_6,Q57_97,Q58RES,GCCSA_2021RES,W1,Gender_sdc,AGE_sdc,education_sdc,state_sdc,StateMap
76,1,9999,9999,9999,2,1,1,1,1,2,1,2,3,2,1,4,1,0,0,0,0,0,0, , , , , ,6,4,9999,3,1,6,2,5,1,4,9999,4,9999,1,2,4,6,1,0,0,0,1,0,1,0,4,3,5,3,5,6,2,5,5,5,3,1,2,2,2,1,1,1,2,3,2,3,3,2,9,3,3,3,3,3,98,98,3,3,3,3,2,2,2,2,2,2,0,1,1,1,1,1,3,2,1,2,2,3,3,2,2,2,4,4,2,98,1,1,98,98,1,9999,4,9999,9999,9999,15,2,9999,1,9999,0,0,0,0,1,0,0,9999,9999,.658550233570008,2,3,6,3,3
77,1,9999,9999,9999,2,2,1,2,1,2,3,2,1,2,3,2,0,1,0,0,0,0,0,0,1,0,0,0,5,2,9999,2,2,2,1,5,1,2,9999,2,9999,2,2,3,2,2,0,0,1,0,0,0,0,3,3,3,5,5,7,5,3,3,6,2,2,3,1,1,1,2,2,2,4,3,2,3,3,5,4,1,3,1,1,98,98,98,98,3,3,2,3,1,2,3,3,5,2,2,1,1,2,2,2,2,3,3,3,3,3,3,1,3,3,2,98,98,98,98,98,1,9999,5,9999,9999,9999, ,96,9999,97,9999,0,0,0,0,0,0,1,9999,9999,.979180102577431,2,-97,7,5,5
78,1,9999,9999,9999,4,3,4,4,4,3,4,4,4,4,4,4,1,0,0,0,0,0,0, , , , , ,8,3,9999,2,2,6,2,5,1,3,9999,3,9999,3,2,1,2,1,1,0,0,0,0,0,0,5,2,5,5,10,5,5,5,5,5,3,3,2,2,2,2,2,2,2,5,4,2,2,1,9,5,3,3,3,3,3,3,3,3,3,3,1,3,2,1,1,1,0,2,1,1,1,1,1,1,1,4,1,3,3,3,1,3,1,5,3,1,98,2,98,98,1,9999,6,9999,9999,9999,16,1,9999,1,9999,1,0,0,0,0,0,0,9999,9999,.483704364397959,2,4,1,3,3
79,1,9999,9999,9999,3,2,3,3,2,2,2,3,3,3,4,4,1,0,0,0,0,0,0, , , , , ,3,2,9999,3,2,1,2,8,1,2,9999,2,9999,1,1,1,2,1,1,0,0,0,0,0,0,4,2,1,6,0,0,4,0,3,0,2,1,1,1,1,2,1,1,1,1,1,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,2,1,2,2,4,1,1,1,1,4,1,1,1,1,1,1,2,9999,5,9999,9999,9999,18,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,1.6222455765319,1,2,3,1,1
80,1,9999,9999,9999,2,2,2,2,2,1,1,3,1,1,2,4,1,0,0,0,0,0,0, , , , , ,1,2,9999,2,1,1,2,5,1,2,9999,2,9999,1,2,3,2,1,1,0,0,0,0,0,0,3,3,0,10,0,5,5,0,0,0,3,1,2,2,2,1,2,2,2,5,1,1,5,1,8,9,98,98,98,98,98,98,98,1,1,1,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,4,1,98,1,1,98,2,1,9999,6,9999,9999,9999,18,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.420991213010812,2,4,4,1,1
81,1,9999,9999,9999,2,4,2,2,2,2,1,2,4,4,4,4,0,0,1,0,1,1,1,1,1,1,0,0,5,2,9999,2,1,1,1,5,1,2,9999,2,9999,1,1,6,2,1,1,0,0,0,0,0,0,5,5,1,7,0,5,4,0,1,5,4,2,3,2,2,2,2,2,2,5,5,4,4,3,9,7,3,1,3,3,1,3,3,3,3,3,2,3,1,1,2,2,0,1,1,1,1,1,1,2,4,5,2,3,3,3,2,3,3,4,1,98,98,1,98,2,1,9999,5,9999,9999,9999,16,2,9999,1,9999,0,0,0,1,0,0,0,9999,9999,.517179285513314,2,6,1,1,1
83,1,9999,9999,9999,2,2,2,1,2,1,2,3,4,2,2,3,1,0,0,0,0,0,0, , , , , ,2,3,9999,2,2,2,2,3,1,3,9999,2,9999,1,1,1,1,1,1,0,0,0,0,0,0,3,3,5,5,5,5,5,8,3,5,2,2,2,2,2,2,1,2,2,3,4,2,3,3,4,3,3,2,1,3,3,1,2,1,3,3,2,2,2,2,2,2,6,2,1,3,2,3,3,2,2,3,3,3,3,3,4,2,3,4,1,1,2,98,98,98,98,9999,5,9999,9999,9999,17,2,9999,1,9999,0,0,1,0,0,0,0,9999,9999,1.29332139792263,2,2,1,1,1
85,1,9999,9999,9999,1,4,3,3,2,2,2,2,3,2,2,4,0,0,1,0,1,0,0,1,1,0,1,0,4,4,9999,2,1,1,2,1,1,4,9999,4,9999,2,2,6,4,1,0,0,0,0,0,1,0,3,3,1,3,0,8,4,0,1,8,3,1,2,1,2,1,1,1,1,4,2,1,4,2,7,4,1,3,1,3,1,3,3,3,1,98,3,4,1,2,4,1,0,1,2,1,1,1,5,1,1,5,2,4,2,5,2,2,2,2,1,1,1,2,1,2,1,9999,6,9999,9999,9999,17,6,9999,1,9999,0,0,0,0,0,0,1,9999,9999,1.55650849646407,2,-97,-97,6,6
86,1,9999,9999,9999,1,3,2,3,1,2,2,2,2,3,2,4,0,0,1,0,0,0,0,0,0,1,0,0,6,2,9999,2,1,1,2,4,1,2,9999,2,9999,1,2,5,4,1,0,0,0,0,1,0,0,5,1,0,7,5,6,3,0,5,7,4,1,3,1,1,1,1,1,1,3,3,3,5,1,9,5,98,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,1,3,1,3,5,1,1,1,1,5,1,98,1,1,98,2,2,9999,6,9999,9999,9999,16,2,9999,1,9999,0,0,0,0,0,0,1,9999,9999,1.29822534860461,2,-97,5,2,2
90,1,9999,9999,9999,2,2,1,1,1,1,1,3,2,2,2,4,0,0,1,0,0,0,0,1,0,0,1,0,8,1,9999,2,1,2,3,5,1,1,9999,1,9999,2,2,3,1,2,0,0,1,0,0,1,0,3,3,5,5,4,6,1,3,5,5,2,3,3,2,1,1,1,1,1,3,3,3,3,1,1,5,3,1,2,1,2,3,3,2,2,1,1,1,1,3,1,1,0,1,1,1,2,1,1,1,2,1,1,3,1,3,1,1,3,1,2,98,98,1,2,98,98,9999,4,9999,9999,9999,17,7,9999,1,9999,1,0,0,0,0,0,0,9999,9999,.658550233570008,2,3,2,3,3
93,1,9999,9999,9999,3,4,4,3,3,3,3,4,4,4,4,4,1,0,0,0,0,0,0, , , , , ,8,97,9999,3,2,97,1,5,3, ,9999, ,9999, , , , , , , , , , , , ,5,4,5,5,5,5,0,0,5,5,3,1,1,2,2,2,2,1,1,5,5,5,3,4,9,5,3,98,98,98,98,98,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,5,1,1,4,2,5,4,98,98,1,98,98,1,9999,6,9999,9999,9999,15,1,9999,1,9999,1,0,0,0,0,0,0,9999,9999,1.86390414156605,1,3,6,3,3
94,1,9999,9999,9999,4,4,3,2,2,4,3,3,3,3,3,2,1,0,0,0,0,0,0, , , , , ,1,97,9999,3,2,6,3,5,3, ,9999, ,9999, , , , , , , , , , , , ,5,3,5,5,5,7,5,5,5,2,3,3,3,2,2,2,2,2,2,5,5,5,5,2,9,3,3,98,98,98,98,98,98,98,98,98,1,3,1,1,2,1,0,1,1,1,1,3,5,2,1,1,1,1,2,1,1,1,2,5,2,98,98,98,98,2,98,9999,6,9999,9999,9999,12,2,9999,1,9999,0,0,0,0,0,0,1,9999,9999,1.48598162006858,2,2,1,3,3
95,1,9999,9999,9999,3,3,2,2,3,3,4,3,3,4,4,4,0,0,1,0,0,0,0,0,1,0,0,0,8,97,9999,3,3,97,2,5,1,97,9999,97,9999,97,97,1,6,4,0,0,0,0,0,0,1,4,3,5,5,5,5,5,5,5,5,3,3,3,2,2,2,1,1,1,3,3,4,5,3,9,5,98,98,98,3,3,98,3,3,98,3,4,3,3,3,3,3,0,1,1,1,1,1,4,1,2,3,2,2,2,2,2,2,5,5,2,98,98,98,98,98,98,9999,4,9999,9999,9999,16,3,9999,1,9999,0,0,1,0,0,0,0,9999,9999,2.20946491398101,2,2,6,5,5
96,1,9999,9999,9999,1,1,1,1,1,1,2,1,4,4,3,4,1,0,0,0,0,0,0, , , , , ,8,2,9999,2,1,1,2,0,1,2,9999,2,9999,3,2,1,2,1,0,0,0,0,0,1,0,5,2,0,5,0,3,5,0,5,5,2,2,2,1,2,1,1,1,1,5,3,3,5,2,9,6,3,1,1,1,1,3,1,2,3,3,5,3,1,1,3,1,5,1,1,1,1,1,5,1,1,5,1,5,4,5,1,1,1,1,2,1,2,2,1,1,1,9999,6,9999,9999,9999,17,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.42258750620558,2,4,2,2,2
97,1,9999,9999,9999,3,4,4,4,2,3,3,3,4,3,4,4,0,0,0,0,1,0,0,0,0,0,0,1,1,4,9999,2,1,1,2,0,1,4,9999,4,9999,3,2,1,4,1,1,0,0,0,0,0,0,3,1,0,0,0,8,3,0,5,8,3,2,1,2,2,2,2,2,2,5,5,4,5,1,8,9,1,3,1,3,3,3,3,3,1,3,5,5,1,2,2,1,0,1,1,1,1,1,3,1,1,3,2,1,4,2,1,3,1,5,1,1,98,1,1,1,1,9999,6,9999,9999,9999,17,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.575341306382114,2,3,5,2,2
99,1,9999,9999,9999,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0, , , , , ,1,97,9999,3,3,97,4,5,1,97,9999,97,9999,1,97,1,6,4,0,0,0,0,0,0,1,3,3,5,5,5,5,5,5,5,5,4,4,3,2,2,2,2,1,2,3,3,3,3,3,9,5,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,5,4,3,3,3,3,3,1,1,1,1,3,3,3,2,1,3,4,3,98,98,98,98,98,98,9999,6,9999,9999,9999,17,7,9999,97,9999,1,0,0,0,0,0,0,9999,9999,1.29332139792263,2,2,1,1,1
100,1,9999,9999,9999,3,2,2,4,1,2,2,2,4,4,4,4,0,1,1,1,1,0,0,1,0,0,0,1,4,4,9999,2,1,5,2,0,1,4,9999,4,9999,3,1,3,6,1,0,0,1,0,1,0,0,4,2,0,7,0,10,8,0,4,10,2,1,2,2,2,1,2,1,1,3,1,1,3,1,5,4,98,1,1,1,1,1,98,1,3,98,3,4,1,4,3,2,3,1,1,1,2,1,3,1,1,3,2,3,3,5,1,2,2,2,1,1,2,98,1,98,98,9999,4,9999,9999,9999,17,6,9999,1,9999,0,0,0,1,0,0,0,9999,9999,1.29332139792263,2,-97,3,1,1
101,1,9999,9999,9999,2,2,2,2,2,2,2,2,3,4,4,4,1,0,0,0,0,0,0, , , , , ,5,3,9999,3,1,6,2,10,1,3,9999,3,9999,1,2,1,3,2,0,1,1,1,1,1,0,5,3,5,5,5,5,0,5,5,5,4,1,1,2,2,1,1,1,1,5,1,4,4,2,2,9,3,3,3,3,3,3,3,3,3,3,1,4,2,1,3,1,6,1,1,1,2,1,3,2,4,2,1,1,5,1,2,4,1,5,4,1,2,2,1,98,1,9999,4,9999,9999,9999,15,4,9999,1,9999,1,1,1,0,0,0,0,9999,9999,1.62839672528283,1,-97,6,2,2
102,1,9999,9999,9999,2,2,2,4,2,2,3,4,4,3,4,4,0,1,0,0,0,0,0,0,1,0,0,0,8,2,9999,2,2,5,2,10,1,2,9999,2,9999,1,2,1,2,1,0,0,0,0,1,0,0,3,1,5,10,5,10,10,0,0,10,3,2,2,2,2,2,2,2,2,3,1,1,2,2,5,1,1,98,1,1,1,98,1,1,1,1,1,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,2,5,5,1,1,1,4,1,1,1,1,1,2,1,9999,6,9999,9999,9999,16,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.573167996952564,2,3,5,1,1
103,1,9999,9999,9999,2,3,2,3,1,2,2,4,4,4,4,4,0,0,0,0,1,0,1,0,0,1,0,0,2,2,9999,2,1,4,3,4,1,2,9999,2,9999,1,1,6,2,2,0,0,0,0,0,1,0,2,1,6,8,5,5,6,2,5,5,1,4,4,1,2,2,1,1,1,2,2,2,3,1,9,5,1,98,1,1,1,98,1,1,1,3,3,2,2,2,2,2,3,2,1,1,1,1,2,1,1,4,2,2,4,4,2,2,2,3,2,1,98,2,1,2,1,9999,5,9999,9999,9999,17,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.573167996952564,2,3,1,1,1
104,1,9999,9999,9999,3,3,3,3,3,4,3,4,4,4,4,4,1,0,0,0,0,0,0, , , , , ,1,97,9999,3,3,97,1,5,3, ,9999, ,9999, , , , , , , , , , , , ,5,5,0,0,0,0,0,0,0,0,4,1,1,2,2,2,2,2,2,5,1,5,5,5,5,9,3,3,3,3,3,3,3,3,3,3,5,2,1,1,2,1,0,1,1,1,1,1,3,1,2,3,1,4,3,3,1,1,5,5,1,1,98,1,98,98,98,9999,6,9999,9999,9999,40,7,9999,1,9999,1,0,0,1,0,0,0,9999,9999,.517179285513314,2,6,1,1,1
105,1,9999,9999,9999,3,2,1,2,2,2,3,4,4,4,4,4,0,1,0,0,0,0,0,0,0,0,1,0,1,2,9999,3,1,1,2,10,1,2,9999,2,9999,1,2,1,2,2,1,0,0,0,0,0,0,4,4,5,10,5,5,6,5,5,5,3,1,2,2,2,2,2,2,2,3,1,1,5,3,9,4,98,98,3,1,98,98,98,1,98,98,2,2,2,1,2,2,0,1,1,1,1,1,1,2,3,3,3,3,4,2,1,3,3,5,2,1,1,1,1,98,98,9999,5,9999,9999,9999,16,96,9999,1,9999,0,0,1,0,0,0,0,9999,9999,.594221137752306,2,5,6,3,3
106,1,9999,9999,9999,2,4,3,4,2,2,2,3,2,4,4,4,0,0,0,0,1,0,0,1,0,1,1,0,4,2,9999,2,1,2,2,3,1,2,9999,2,9999,1,2,1,2,1,1,0,0,0,0,0,0,3,3,4,8,3,5,5,2,5,5,2,2,4,2,2,2,2,2,2,3,2,2,2,1,3,5,1,3,1,1,1,98,98,98,98,98,3,3,2,3,3,3,5,1,1,2,2,1,2,2,4,5,4,2,2,2,4,3,5,5,2,1,98,1,1,98,98,9999,1,9999,9999,9999, ,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,1.48598162006858,2,2,1,3,3
108,1,9999,9999,9999,3,3,2,2,2,2,3,4,4,3,3,4,0,0,1,0,0,0,0,1,1,0,0,0,6,97,9999,3,1,5,4,5,1,96,9999,96,9999,1,2,1,5,2,0,0,0,0,0,1,0,5,3,5,5,5,5,5,5,5,5,4,1,2,2,2,1,1,2,2,4,2,3,3,1,9,5,98,98,98,98,98,98,98,98,98,98,3,1,1,1,1,1,0,1,2,1,1,1,3,1,2,3,3,2,3,2,2,2,2,4,2,98,98,98,98,98,98,9999,5,9999,9999,9999,18,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,1.6222455765319,1,3,2,1,1
109,1,9999,9999,9999,3,3,2,2,2,3,2,3,3,3,4,4,1,0,0,0,0,0,0, , , , , ,2,2,9999,2,1,1,2,5,1,96,9999,96,9999,2,2,3,2,1,1,0,0,0,0,0,0,4,3,0,8,0,0,5,0,3,3,2,2,2,2,2,2,2,2,2,5,1,1,4,3,9,5,98,98,1,1,98,98,1,98,98,98,1,1,1,3,2,2,5,1,1,1,1,1,4,1,1,1,1,5,3,2,1,1,1,4,2,98,98,1,98,98,98,9999,6,9999,9999,9999,16,1,9999,1,9999,1,1,0,0,0,0,0,9999,9999,.575341306382114,2,2,7,2,2
110,1,9999,9999,9999,3,4,4,4,4,4,2,4,4,4,4,4,1,0,0,0,0,0,0, , , , , ,1,96,9999,3,3,97,2,5,2, ,9999, ,9999, , , , , , , , , , , , ,5,5,0,0,0,5,0,0,0,0,4,1,1,2,2,2,2,2,2,5,5,5,1,5,5,8,98,98,98,98,98,98,98,98,98,98,1,3,1,3,3,3,5,2,1,1,2,1,3,1,1,3,1,5,1,5,1,1,3,1,1,1,1,1,1,2,1,9999,5,9999,9999,9999,18,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,1.36903537822386,1,4,3,3,3
111,1,9999,9999,9999,2,2,1,3,1,2,1,1,2,1,4,4,0,0,0,0,0,0,1,0,1,0,0,0,2,1,9999,2,1,4,1,10,1,1,9999,3,9999,1,2,1,5,2,0,0,0,0,0,1,0,5,3,7,0,7,7,0,5,5,5,3,1,1,2,2,2,1,2,2,5,1,1,2,2,2,1,3,3,3,3,1,3,3,3,3,2,1,3,2,5,3,4,8,2,2,1,2,2,1,2,3,1,1,3,5,1,3,3,3,5,3,98,98,98,98,98,98,9999,5,9999,9999,9999,18,3,9999,1,9999,0,0,1,0,0,0,0,9999,9999,2.77138744396044,1,2,-97,5,5
112,1,9999,9999,9999,1,2,2,2,3,1,1,3,3,3,3,3,0,1,1,0,1,1,1,1,1,0,1,1,8,97,9999,3,3,5,2,4,1,2,9999,2,9999,1,2,3,2,1,0,1,0,0,0,0,0,5,2,0,5,8,9,5,0,0,7,3,1,1,1,1,1,1,1,1,5,1,1,4,1,3,9,1,98,1,98,1,98,3,3,3,3,3,4,1,2,4,4,0,1,1,1,1,1,1,2,1,1,1,2,4,4,3,2,2,3,2,98,98,98,98,2,1,9999,2,9999,9999,9999,17,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,1.36903537822386,1,3,-97,3,3
113,1,9999,9999,9999,2,2,2,2,2,3,2,2,4,3,3,3,1,0,0,0,0,0,0, , , , , ,8,96,9999,1,2,1,4,0,1,96,9999,96,9999,1,2,1,5,3,0,0,0,0,0,1,0,3,3,5,5,5,5,5,5,5,5,3,1,3,2,2,2,2,2,1,3,3,3,3,3,9,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,2,2,2,2,3,98,1,3,2,3,3,3,3,3,3,3,2,98,98,98,98,98,98,9999,5,9999,9999,9999, ,3,9999,1,9999,0,0,1,0,0,0,0,9999,9999,1.29332139792263,2,2,1,1,1
114,1,9999,9999,9999,2,3,1,2,1,2,2,3,4,4,4,4,0,0,0,1,0,0,0,1,1,1,0,0,8,2,9999,3,1,6,2,5,1,2,9999,2,9999,1,1,2,2,2,0,0,0,0,0,1,0,4,3,5,5,0,0,5,5,5,5,4,1,1,1,1,2,2,1,1,5,1,1,5,1,9,5,98,98,98,98,98,98,98,98,98,98,1,3,1,1,3,1,0,1,1,1,1,1,5,1,2,1,5,1,3,1,1,3,1,5,2,1,1,1,1,98,1,9999,6,9999,9999,9999,17,7,9999,1,9999,1,0,0,0,0,0,0,9999,9999,.979180102577431,2,3,1,4,4
115,1,9999,9999,9999,2,2,2,2,2,2,2,3,3,4,4,4,0,0,0,0,0,1,0,0,0,0,1,0,1,2,9999,3,3,2,3,10,1,2,9999,2,9999,2,2,1,2,2,1,0,0,0,0,0,0,5,5,5,10,5,5,0,0,0,0,4,1,1,2,2,2,2,2,2,5,1,1,1,1,9,2,1,98,98,98,98,98,98,98,98,98,1,3,3,3,3,3,10,4,2,2,2,2,1,1,2,1,1,1,5,1,1,1,1,5,3,98,98,98,98,98,98,9999,4,9999,9999,9999,18,7,9999,1,9999,1,0,0,0,0,0,0,9999,9999,.575341306382114,2,2,7,2,2
116,1,9999,9999,9999,3,4,4,4,4,4,3,4,4,4,4,4,0,0,1,0,0,0,0,1,0,1,0,0,1,2,9999,2,2,1,4,5,1,2,9999,2,9999,2,2,1,2,4,1,0,0,0,0,0,0,5,1,5,10,0,0,5,5,0,0,4,1,1,2,2,2,2,2,2,5,5,5,5,1,9,5,1,98,98,98,98,98,98,98,98,98,1,4,1,1,3,3,0,1,1,1,1,1,1,98,1,1,3,3,3,3,3,1,3,5,2,98,98,98,98,98,98,9999,6,9999,9999,9999,16,7,9999,97,9999,0,0,1,0,0,0,0,9999,9999,.420991213010812,2,5,6,1,1
117,1,9999,9999,9999,3,3,4,4,4,4,4,4,3,4,4,4,0,0,0,1,0,0,0,0,1,0,0,1,1,2,9999,3,3,6,4,0,1,2,9999,2,9999,1,2,3,2,2,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,1,2,2,2,2,2,2,2,5,5,5,2,1,9,1,1,1,1,1,1,3,3,1,1,1,2,3,2,2,3,3,3,2,2,2,3,3,1,1,2,2,3,3,4,2,1,3,4,5,2,98,98,98,98,98,98,9999,6,9999,9999,9999,15,3,9999,97,9999,0,0,0,0,0,0,1,9999,9999,1.6222455765319,1,3,1,1,1
118,1,9999,9999,9999,2,2,2,2,2,2,1,2,3,3,4,3,1,0,0,0,0,0,0, , , , , ,5,97,9999,2,1,4,2,4,1,2,9999,2,9999,3,2,3,2,1,0,0,1,0,0,0,0,5,4,5,5,5,5,5,5,5,5,2,2,2,1,2,2,1,1,1,3,3,3,3,2,9,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,1,1,1,1,1,1,2,1,2,2,2,3,2,2,2,2,5,1,98,98,98,98,2,1,9999,6,9999,9999,9999,18,3,9999,97,9999,1,0,1,0,1,0,0,9999,9999,.573167996952564,2,3,1,1,1
119,1,9999,9999,9999,1,2,2,2,2,1,1,2,1,1,4,4,1,0,0,0,0,0,0, , , , , ,6,2,9999,2,1,1,1,3,1,2,9999,2,9999,1,1,1,2,1,1,0,0,0,0,0,0,2,1,0,8,1,7,9,0,0,8,2,1,2,1,1,2,1,1,1,4,1,2,2,1,9,8,1,1,1,3,1,1,3,1,1,1,4,3,2,2,3,2,2,1,1,1,1,1,5,1,1,3,2,2,4,4,1,1,1,2,2,1,1,1,98,1,2,9999,5,9999,9999,9999,18,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.420991213010812,2,4,7,1,1
120,1,9999,9999,9999,2,4,1,3,1,2,1,3,3,4,4,4,0,0,1,0,1,1,0,1,1,0,1,0,8,4,9999,2,2,2,2,2,1,4,9999,2,9999,1,1,1,2,1,1,0,0,0,0,0,0,3,3,0,5,0,7,5,0,0,7,3,2,2,2,2,1,2,2,1,4,3,3,5,2,9,7,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,0,1,1,1,1,1,3,1,1,4,1,3,4,5,1,2,1,1,1,98,98,1,98,98,98,9999,5,9999,9999,9999,17,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.658550233570008,2,2,3,3,3
121,1,9999,9999,9999,3,3,2,3,2,3,3,3,4,4,4,4,0,0,1,0,0,0,0,0,1,0,0,0,1,96,9999,3,3,5,2,5,1,1,9999,1,9999,1,1,1,1,1,0,1,1,1,1,0,0,3,3,5,5,5,5,5,5,5,5,2,1,1,2,2,2,2,1,1,3,3,3,3,1,5,8,98,98,98,98,98,98,98,98,98,98,3,2,2,3,2,3,5,1,2,1,1,1,3,1,1,1,3,2,3,2,1,3,3,5,2,98,98,98,98,98,98,9999,6,9999,9999,9999,17,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,2.77138744396044,1,2,4,-97, 
123,1,9999,9999,9999,2,2,1,1,2,3,2,2,2,3,4,4,0,0,1,0,0,0,0,0,1,1,1,0,8,2,9999,3,3,6,3,2,1,2,9999,2,9999,2,1,3,2,2,1,0,0,0,0,0,0,5,5,5,10,5,0,7,0,0,3,3,2,3,2,1,2,1,1,1,5,5,5,3,4,3,5,1,2,1,1,2,2,2,1,1,1,2,1,2,1,2,1,5,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,98,2,1,9999,6,9999,9999,9999,17,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,1.86390414156605,1,3,-97,3,3
124,1,9999,9999,9999,2,3,3,3,3,3,3,2,3,4,4,4,0,0,0,0,1,0,0,1,1,1,1,0,3,97,9999,3,3,6,3,2,1,4,9999,4,9999,1,97,6,4,1,0,1,0,0,0,0,0,3,3,3,5,5,5,5,5,5,5,3,3,3,2,2,2,2,2,2,3,3,4,2,2,4,3,3,3,3,3,3,98,98,98,98,98,3,3,3,3,4,4,4,2,2,1,1,1,1,1,1,3,1,1,1,4,1,1,2,2,2,1,98,1,2,2,1,9999,5,9999,9999,9999,18,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.420991213010812,2,5,3,1,1
125,1,9999,9999,9999,2,2,2,2,1,2,2,3,2,2,4,4,1,0,0,0,0,0,0, , , , , ,1,97,9999,2,2,1,4,5,1,3,9999,97,9999,97,2,6,6,3,0,0,0,0,0,0,1,3,3,5,5,5,5,5,5,5,5,3,3,3,2,2,2,1,1,1,3,1,1,5,2,5,9,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,0,1,1,1,1,1,1,3,4,1,1,1,3,1,1,2,1,5,1,98,98,98,98,98,98,9999,1,9999,9999,9999,13,7,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.420991213010812,2,4,5,1,1
126,1,9999,9999,9999,3,3,3,2,1,2,1,2,3,2,3,4,0,0,0,1,0,0,0,1,1,1,1,0,2,2,9999,2,2,3,4,3,1,2,9999,4,9999,1,1,3,2,4,0,0,0,0,1,0,0,5,3,0,5,2,6,6,0,5,4,3,2,2,2,2,2,2,2,2,5,1,1,4,1,5,3,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,2,3,2,2,1,4,1,1,4,3,2,1,4,3,3,1,2,2,1,98,2,2,2,2,9999,3,9999,9999,9999,16,6,9999,97,9999,0,0,0,0,0,0,1,9999,9999,1.29332139792263,2,1,1,1,1
127,1,9999,9999,9999,3,4,2,2,1,2,4,2,2,3,4,4,1,0,0,0,0,0,0, , , , , ,2,97,9999,3,2,6,2,5,1,97,9999,97,9999,97,97,1,6,3,0,0,0,0,0,0,1,5,5,5,5,5,5,5,0,5,5,4,4,1,2,2,2,2,2,2,5,5,5,1,1,9,5,98,98,98,98,98,98,98,98,98,98,3,3,1,3,3,1,0,1,2,1,1,1,1,1,1,2,1,3,2,1,1,3,1,5,1,98,98,98,98,98,98,9999,1,9999,9999,9999, ,4,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.483704364397959,2,4,6,3,3
